	authors	date	fast_subjects	genders	owi	rank	streak	title	year	year_pub	genre	gender
14	['Ovid Williams Pierce']	1953-04-19	set(['African Americans', 'Southern States', 'Plantation life'])	[{'gender': '', 'viaf': '16222515', 'name': 'Ovid Williams Pierce'}]	1611211	16	2	THE PLANTATION	1953		no genre	
15	['Leon Uris']	1959-10-11	set(['Warsaw Ghetto Uprising (Warsaw, Poland : 1943)', 'Jewish refugees', 'Israel', 'Jews', 'Poland', 'Surgeons', 'Holocaust survivors', 'Middle East--Palestine', 'Jewish fiction', 'Civilization', 'World War (1939-1945)', 'War crime trials', 'Emigration and immigration', 'Poland--Warsaw', 'Exodus 1947 (Ship)', 'Atrocities'])	[{'gender': 'Male', 'viaf': '66474442', 'name': 'Leon Uris'}]	48107729	2	53	EXODUS	1959	1000	no genre	Male
16	['William J. Lederer', 'Eugene Burdick']	1959-10-11	set(['Short stories, American', 'International relations', 'Political fiction', 'United States', 'Americans--Foreign countries', 'Diplomatic relations', 'Diplomats', 'Burdick, Eugene'])	[{'gender': 'Male', 'viaf': '109394254', 'name': 'William J. Lederer'}, {'gender': 'Male', 'viaf': '7517238', 'name': 'Eugene Burdick'}]	373582786	3	51	THE UGLY AMERICAN	1959	1951	no genre	Male
17	['Taylor Caldwell']	1959-10-11	set(['Physicians', 'Christian saints', 'Evangelists (Bible)', 'Biographical fiction', 'Christian fiction', 'History of Biblical events', 'Bible.--New Testament', 'Luke, Saint'])	[{'gender': 'Female', 'viaf': '17220157', 'name': 'Taylor Caldwell'}]	33378563	4	28	DEAR AND GLORIOUS PHYSICIAN	1959	1959	no genre	Female
18	['D.H. Lawrence']	1959-10-11	set(['Married women', 'Gamekeepers', 'Aristocracy (Social class)', 'Great Britain', 'Adultery', 'English fiction', 'England', 'Runaway wives'])	[{'gender': 'Male', 'viaf': '95150359', 'name': 'D.H. Lawrence'}]	473258347	5	22	LADY CHATTERLY'S LOVER	1959	1950	no genre	Male
19	['Robert Penn Warren']	1959-10-11	set(['Psychological fiction, American', 'Hysteria (Social psychology)', 'Tennessee', 'Country life', 'Young men', 'Caves', 'Rescues'])	[{'gender': 'Male', 'viaf': '61553765', 'name': 'Robert Penn Warren'}]	52424171	6	5	THE CAVE	1959	1959	no genre	Male
20	['Paul Hyde Bonner']	1959-10-11	set(['South Carolina--Charleston'])	[{'gender': 'Male', 'viaf': '315085163', 'name': 'Paul Hyde Bonner'}]	2302212	7	11	THE ART OF LLEWELLYN JONES	1959		no genre	Male
21	['Boris Pasternak']	1959-10-11	set(['English language--Study and teaching--Foreign speakers', 'Political fiction', 'English language', 'Russian poetry', 'High interest-low vocabulary books', 'Revolution (Soviet Union : 1917-1921)', 'Russian fiction', 'Soviet Union'])	[{'gender': 'Male', 'viaf': '68933968', 'name': 'Boris Pasternak'}]	1063041434	8	55	DOCTOR ZHIVAGO	1959	1900	no genre	Male
22	['Eugene Vale']	1959-10-11	set(['Central America', 'Literature, Modern'])	[{'gender': 'Male', 'viaf': '79089055', 'name': 'Eugene Vale'}]	1324395	9	5	THE THIRTEENTH APOSTLE	1959	1959	no genre	Male
23	['Meyer Levin']	1959-10-11	set(['Holocaust, Jewish--(1939-1945)', 'Jews', 'World War (1939-1945)'])	[{'gender': 'Male', 'viaf': '27067610', 'name': 'Meyer Levin'}]	48029278	10	4	EVA	1959		no genre	Male
24	['Niven Busch']	1959-10-11	set(['Fathers and daughters', 'Newspaper publishing', 'Newspapers', 'California--San Francisco'])	[{'gender': 'Male', 'viaf': '91282271', 'name': 'Niven Busch'}]	102464389	11	16	CALIFORNIA STREET	1959		no genre	Male
25	['Norah Lofts']	1959-10-11	set(['England', 'Middle Ages', 'Great Britain', 'Feudalism', 'England--Suffolk', 'Families', 'Manners and customs', 'Dwellings', 'Women'])	[{'gender': 'Female', 'viaf': '100975388', 'name': 'Norah Lofts'}]	20003863	12	2	THE TOWN HOUSE	1959	1959	no genre	Female
26	['Morris L. West']	1959-10-11	set(['Catholics', 'Italy', 'Popular literature', 'Christian saints--Cult', 'Canonization', 'Italy--Calabria', 'Christian fiction', 'Clergy', 'English fiction', 'Catholic Church'])	[{'gender': 'Male', 'viaf': '31590256', 'name': 'Morris L. West'}]	367542242	13	2	THE DEVIL'S ADVOCATE	1959	1957	no genre	Male
27	['Gerald Green']	1959-10-11	set(['Florida', 'Anthropologists'])	[{'gender': '', 'viaf': '38896332', 'name': 'Gerald Green'}]	1933330	14	2	THE LOTUS EATERS	1959		no genre	
28	['Gwen Bristow']	1959-10-11	set(['United States', 'South Carolina--Charleston', 'Women', 'South Carolina', 'American Revolution (1775-1783)'])	[{'gender': '', 'viaf': '113512952', 'name': 'Gwen Bristow'}]	47419385	15	21	CELIA GARTH	1959		no genre	
29	['Paul Gallico']	1959-10-11	set(['Middle-aged women', 'Fashion', 'England', 'France--Paris'])	[{'gender': 'Male', 'viaf': '109390675', 'name': 'Paul Gallico'}]	52236471	16	38	MRS. ARRIS GOES TO PARIS	1959	1957	no genre	Male
30	['John Hersey']	1950-06-04	set([])	[{'gender': 'Male', 'viaf': '105148984', 'name': 'John Hersey'}]	51583005	2	13	THE WALL	1950	1937	needs label	Male
31	['Kathleen Winsor']	1950-06-04	set(['American fiction', 'American literature'])	[{'gender': 'Female', 'viaf': '19694831', 'name': 'Kathleen Winsor'}]	3943559089	3	6	STAR MONEY	1950	1950	no genre	Female
32	['Gwen Bristow']	1950-06-04	set(['California', 'Louisiana'])	[{'gender': '', 'viaf': '113512952', 'name': 'Gwen Bristow'}]	234886109	4	15	JUBILEE TRAIL	1950		no genre	
33	['Mika Waltari']	1950-06-04	set(['Egypt', 'Akhenaton, King of Egypt', 'Epic literature', 'Historical fiction'])	[{'gender': '', 'viaf': '111008219', 'name': 'Mika Waltari'}]	2908457233	5	39	THE EGYPTIAN	1950	1949	no genre	
34	['Ruth Chatterton']	1950-06-04	set(['Vermont', 'Antisemitism', 'Manners and customs', 'Husband and wife'])	[{'gender': 'Female', 'viaf': '76578029', 'name': 'Ruth Chatterton'}]	227385248	6	2	HOMEWARD BORNE	1950	1950	no genre	Female
35	['Robert Wilder']	1950-06-04	set([])	[{'gender': 'Male', 'viaf': '79300819', 'name': 'Robert Wilder'}]	104193589	7	8	WAIT FOR TOMORROW	1950		needs label	Male
36	['Ernest Gebler']	1950-06-04	set(['Mayflower (Ship)', 'Massachusetts'])	[{'gender': 'Male', 'viaf': '79470343', 'name': 'Ernest Gebler'}]	1472514	8	3	THE PLYMOUTH ADVENTURE	1950	1940	no genre	Male
37	['Max Shulman']	1950-06-04	set([])	[]		9	6	SLEEP TILL NOON	1950	[]	needs label	NA
38	['Margaret Kennedy']	1950-06-04	set([])	[{'gender': 'Female', 'viaf': '12426895', 'name': 'Margaret Kennedy'}]	1324876	10	9	THE FEAST	1950	1949	needs label	Female
39	['Laura Z. Hobson']	1950-06-04	set(['Fathers and daughters', 'Ethics', 'Marriage'])	[{'gender': 'Female', 'viaf': '79016003', 'name': 'Laura Z. Hobson'}]	2501930	11	1	THE OTHER FATHER	1950	1950	no genre	Female
40	['Jay Walz']	1950-06-04	set(['United States', 'Randolph family'])	[{'gender': 'Male', 'viaf': '293541140', 'name': 'Jay Walz'}]	1950133	12	2	THE BIZARRE SISTERS	1950		no genre	Male
41	['Joyce Cary']	1950-06-04	set(['England--London', 'Man-woman relationships', 'England', 'Women household employees', 'Romans', 'Psychological fiction, English', 'Painters', 'Artists and patrons', 'English fiction', 'Eccentrics and eccentricities'])	[{'gender': 'Male', 'viaf': '46778083', 'name': 'Joyce Cary'}]	467565	13	17	THE HORSE'S MOUTH	1950	1944	no genre	Male
42	['Livingston Biddle']	1950-06-04	set(['Pennsylvania--Philadelphia'])	[{'gender': 'Male', 'viaf': '11391776', 'name': 'Livingston Biddle'}]	101543941	14	1	MAIN LINE	1950		no genre	Male
43	['A.B. Guthrie Jr']	1950-06-04	set(['United States--Oregon National Historic Trail', 'Frontier and pioneer life', 'Indians of North America', 'Travel', 'Oregon', 'Wagon trains', 'Overland journeys to the Pacific', 'United States, West'])	[{'gender': 'Male', 'viaf': '109374827', 'name': 'A.B. Guthrie Jr'}]	49032621	15	19	THE WAY WEST	1950	1900	no genre	Male
44	['Nelia Gardner White']	1950-06-04	set(['Aunts', 'Abnormalities, Human'])	[{'gender': '', 'viaf': '20733682', 'name': 'Nelia Gardner White'}]	423087780	16	11	THE PINK HOUSE	1950		no genre	
45	['Meyer Levin']	1957-03-10	set(['Leopold, Nathan Freudenthal, 1904-1971', 'Murderers', 'Murder', 'Illinois--Chicago', 'Loeb, Richard A., 1905-1936'])	[{'gender': 'Male', 'viaf': '27067610', 'name': 'Meyer Levin'}]	58177189	2	17	COMPULSION	1957	1956	no genre	Male
46	['Richard Powell']	1957-03-10	set(['Pennsylvania--Philadelphia'])	[{'gender': 'Male', 'viaf': '103655854', 'name': 'Richard Powell'}]	158963242	3	8	THE PHILADELPHIAN	1957		no genre	Male
47	['Frances Parkinson Keyes']	1957-03-10	set(['Louisiana--Crowley'])	[{'gender': 'Female', 'viaf': '44300783', 'name': 'Frances Parkinson Keyes'}]	1456346	4	6	BLUE CAMELLIA	1957	1951	no genre	Female
48	['Rebecca West']	1957-03-10	set(['England', 'Poor families', 'Women musicians', 'Parent and child', 'Great Britain', 'Gamblers', 'Musicians', 'Mothers and daughters'])	[{'gender': 'Female', 'viaf': '108321467', 'name': 'Rebecca West'}]	20175558	5	12	THE FOUNTAIN OVERFLOWS	1957	1956	no genre	Female
49	['Daphne du Maurier']	1957-03-10	set(['Romance fiction, English', 'Aristocracy (Social class)', 'Impostors and imposture', 'British', 'France', 'British--Travel'])	[{'gender': 'Female', 'viaf': '24600806', 'name': 'Daphne du Maurier'}]	19992846	6	2	THE SCAPEGOAT	1957	0001	no genre	Female
50	['Gerald Green']	1957-03-10	set(['Physicians', 'New York (State)--New York', 'New York (State)--New York--Brooklyn', 'Jewish men', 'United States', 'Advertising executives'])	[{'gender': 'Male', 'viaf': '67571351', 'name': 'Gerald Green'}]	198431232	7	3	THE LAST ANGRY MAN	1957	1950	no genre	Male
51	['John P. Marquand']	1957-03-10	set(['Intelligence service', 'Japan', 'Moto, Mr. (Fictitious character)'])	[{'gender': 'Male', 'viaf': '7473159', 'name': 'John P. Marquand'}]	1466515	8	5	STOPOVER: TOKYO	1957		no genre	Male
52	['William Brinkley']	1957-03-10	set(['United States', 'Oceania', 'Americans', 'Military operations, Naval', 'World War (1939-1945)'])	[{'gender': 'Male', 'viaf': '27515600', 'name': 'William Brinkley'}]	1319796	9	34	DON'T GO NEAR THE WATER	1957		no genre	Male
53	['Ernest Gann']	1957-03-10	set(['Pacific Ocean', 'Oceania', 'Fiction', 'Barks (Sailing ships)', 'Sea stories', 'Sea stories, American'])	[{'gender': 'Male', 'viaf': '111418291', 'name': 'Ernest Gann'}]	55494021	10	5	TWILIGHT FOR THE GODS	1957	1956	adventure	Male
54	['Nicholas Monsarrat']	1957-03-10	set(['Politics and government', 'Africa', 'British', 'African fiction (English)', 'Civilization', 'British colonies', 'Social conditions', 'Tribes'])	[{'gender': 'Male', 'viaf': '98064904', 'name': 'Nicholas Monsarrat'}]	20737223	11	18	THE TRIBE THAT LOST ITS HEAD	1957		no genre	Male
55	['Mika Waltari']	1957-03-10	set(['Finnish fiction', 'Etruscans'])	[{'gender': '', 'viaf': '111008219', 'name': 'Mika Waltari'}]	148079581	12	8	THE ETRUSCAN	1957	1900	no genre	
56	['Patrick Dennis']	1957-03-10	set(['New York (State)--New York', 'Women travelers', 'Aunts', 'Travelers', 'Orphans', 'United States', 'Voyages and travels', 'Nephews', 'Mame, Auntie (Fictitious character)', 'Manners and customs', 'Dennis, Patrick, 1921-1976'])	[{'gender': 'Male', 'viaf': '36960012', 'name': 'Patrick Dennis'}]	1933992338	13	104	AUNTIE MAME	1957	1958	no genre	Male
57	['Sybille Bedford']	1957-03-10	set(['Catholics', 'Jewish fiction', 'Jewish families', 'Germany', 'Germany--Berlin', 'Upper class'])	[{'gender': 'Female', 'viaf': '56648810', 'name': 'Sybille Bedford'}]	48210193	14	2	A LEGACY	1957	1956	no genre	Female
58	['Frank Norris']	1957-03-10	set(['Architecture'])	[{'gender': '', 'viaf': '68592897', 'name': 'Frank Norris'}]	149333056	15	7	TOWER IN THE WEST	1957		no genre	
59	['Albert Camus']	1957-03-10	set(['Conscience', 'Murder', 'Algeria', 'Camus, Albert, 1913-1960', 'Netherlands--Amsterdam', 'Existentialism', 'Philosophy', 'Criminal defense lawyers', 'Social ethics', 'French literature', 'France--Paris', 'French fiction'])	[{'gender': 'Male', 'viaf': '97000332', 'name': 'Albert Camus'}]	461753	16	1	THE FALL	1957	1949	no genre	Male
60	['Morton Thompson']	1954-08-08	set(['Physicians', 'American fiction', 'Man-woman relationships'])	[{'gender': '', 'viaf': '271418422', 'name': 'Morton Thompson'}]	1471110	2	29	NOT AS A STRANGER	1954		no genre	
61	['John Steinbeck']	1954-08-08	set(['Humorous stories', 'California--Monterey', 'Community life', 'California--Monterey--Cannery Row', 'American literature', 'Marine biologists', 'American fiction', 'Western stories', 'Manners and customs'])	[{'gender': 'Male', 'viaf': '96992551', 'name': 'John Steinbeck'}]	1783968	3	7	SWEET THURSDAY	1954	1900	no genre	Male
62	['Frances Parkinson Keyes']	1954-08-08	set(['England--London', 'American fiction', 'Authors, American', 'Southern States', 'Women authors, American'])	[{'gender': 'Female', 'viaf': '44300783', 'name': 'Frances Parkinson Keyes'}]	1448337	4	7	THE ROYAL BOX	1954	1900	no genre	Female
63	['Taylor Caldwell']	1954-08-08	set(['Pennsylvania', 'Spanish fiction'])	[{'gender': 'Female', 'viaf': '17220157', 'name': 'Taylor Caldwell'}]	32420910	5	13	NEVER VICTORIOUS,  NEVER DEFEATED	1954		no genre	Female
64	['Harriette Arnow']	1954-08-08	set([])	[{'gender': 'Female', 'viaf': '44373036', 'name': 'Harriette Arnow'}]	57521595	6	13	THE DOLLMAKER	1954	1954	needs label	Female
65	['Norah Lofts']	1954-08-08	set(['Great Britain', 'England', 'English', 'Country homes'])	[{'gender': 'Female', 'viaf': '100975388', 'name': 'Norah Lofts'}]	60031191	7	18	BLESS THIS HOUSE	1954	1954	no genre	Female
66	['Igor Gouzenko']	1954-08-08	set([u'Soviet Union. Narodny\u012d komissariat vnutrennikh del', 'Soviet Union', 'Informers', 'Authors'])	[{'gender': 'Male', 'viaf': '18334324', 'name': 'Igor Gouzenko'}]	49204957	8	1	THE FALL OF A TITAN	1954	1954	no genre	Male
67	['Erich Maria Remarque']	1954-08-08	set(['War stories, German', 'World War (1939-1945)'])	[{'gender': 'Male', 'viaf': '61551298', 'name': 'Erich Maria Remarque'}]	35958645	9	9	A TIME TO LOVE AND A TIME TO DIE	1954		no genre	Male
68	['Frank G. Slaughter']	1954-08-08	set(['Ruth (Biblical figure)', 'Women in the Bible'])	[{'gender': 'Male', 'viaf': '103152570', 'name': 'Frank G. Slaughter'}]	292085699	10	14	THE SONG OF RUTH	1954	1954	no genre	Male
69	['Edward Streeter']	1954-08-08	set(['Entertaining', 'American drama'])	[{'gender': 'Male', 'viaf': '79176476', 'name': 'Edward Streeter'}]	1862596310	11	9	MR. HOBBS' VACATION	1954	1954	no genre	Male
70	['Giovanni Guareschi']	1954-08-08	set(['Religion', 'Socialism', 'Priests', 'Italian fiction'])	[{'gender': 'Male', 'viaf': '9847198', 'name': 'Giovanni Guareschi'}]	396061571	12	3	DON CAMILLO'S DILEMMA	1954		no genre	Male
71	['Pamela Frankau']	1954-08-08	set(['English fiction'])	[{'gender': 'Female', 'viaf': '20146738', 'name': 'Pamela Frankau'}]	2583718	13	4	A WREATH FOR THE ENEMY	1954		no genre	Female
72	['Kenneth Dodson']	1954-08-08	set(['Pacific Ocean', 'United States. Navy', 'Military campaigns', 'World War (1939-1945)'])	[{'gender': 'Male', 'viaf': '6130013', 'name': 'Kenneth Dodson'}]	318628261	14	21	AWAY ALL BOATS	1954	1954	no genre	Male
73	['Peter De Vries']	1954-08-08	set(['Adoptive parents', 'Marriage', 'Adultery'])	[{'gender': 'Male', 'viaf': '109967510', 'name': 'Peter De Vries'}]	412697	15	6	THE TUNNEL OF LOVE	1954	1949	no genre	Male
74	['Christopher Isherwood']	1954-08-08	set(['Man-woman relationships', 'Gay men', 'Adultery', 'English fiction', 'Isherwood, Christopher, 1904-1986', 'Adolescence'])	[{'gender': 'Male', 'viaf': '76317308', 'name': 'Christopher Isherwood'}]	20430406	16	4	THE WORLD IN THE EVENING	1954	1952	no genre	Male
75	['Vladimir Nabokov']	1959-02-22	set(['Man-woman relationships', 'Girls', 'Erotic stories', 'Russian language', 'Child molesters', 'Poets', 'Critics', 'College teachers', 'Nabokov, Vladimir Vladimirovich, 1899-1977', 'Pedophilia', 'Stepfamilies', 'Intergenerational relations', 'Lolita (Nabokov, Vladimir Vladimirovich)', 'Teenage girls--Sexual behavior', 'Triangles (Interpersonal relations)', 'Books on CD', 'Middle-aged men', 'Refugees', 'United States', 'Romance fiction', 'Motion picture plays', 'Teenagers', 'Russian poetry', 'Russian fiction'])	[{'gender': 'Male', 'viaf': '27069388', 'name': 'Vladimir Nabokov'}]	3331	2	26	LOLITA	1959	1955	romance	Male
77	"[""John O'Hara""]"	1959-02-22	set(['United States', 'Manners and customs', 'Fathers and sons', 'American fiction', 'Families--Psychological aspects'])	"[{'gender': 'Male', 'viaf': '12429524', 'name': ""John O'Hara""}]"	197755988	4	12	FROM THE TERRACE	1959	1900	no genre	Male
79	['Romain Gary']	1959-02-22	set(['Anarchists', 'Impostors and imposture', 'French literature', 'Spy stories', 'France'])	[{'gender': 'Male', 'viaf': '30780842', 'name': 'Romain Gary'}]	196189512	6	5	LADY L.	1959	1958	no genre	Male
80	['Patrick Dennis']	1959-02-22	set(['Travelers', 'Women travelers', 'Aunts', 'Voyages and travels'])	[{'gender': 'Male', 'viaf': '36960012', 'name': 'Patrick Dennis'}]	1933992338	7	26	AROUND THE WORLD WITH AUNTIE MAME	1959	1958	no genre	Male
82	['Evan Connell']	1959-02-22	set(['Missouri--Kansas City', 'Married women', 'Middle class families', 'Middle-aged women', 'Social isolation', 'Married people', 'Drama', 'Kansas', 'Families', 'Alienation (Social psychology)'])	[{'gender': 'Male', 'viaf': '97745717', 'name': 'Evan Connell'}]	950063	9	3	MRS. BRIDGE	1959	1959	no genre	Male
83	['Edmund Schiddel']	1959-02-22	set(['Pennsylvania--Bucks County'])	[{'gender': 'Male', 'viaf': '79293834', 'name': 'Edmund Schiddel'}]	199066951	10	1	THE DEVIL IN BUCKS COUNTY	1959		no genre	Male
84	['Robert Traver']	1959-02-22	set(['Legal stories', 'Michigan', 'Detective and mystery stories', 'Trials (Murder)', 'Popular literature'])	[{'gender': 'Male', 'viaf': '73884249', 'name': 'Robert Traver'}]	115578652	11	57	ANATOMY OF A MURDER	1959	1958	mystery	Male
85	['Samuel H. Adams']	1959-02-22	set(['New York (State)--New York'])	[{'gender': 'Male', 'viaf': '54348554', 'name': 'Samuel H. Adams'}]	1400638	12	2	TENDERLOIN	1959		no genre	Male
86	['Mary Renault']	1959-02-22	set(['Historical fiction', 'Theseus, King of Athens', 'Minotaur (Greek mythology)'])	[{'gender': 'Female', 'viaf': '46771767', 'name': 'Mary Renault'}]	461882	13	29	THE KING MUST DIE	1959	1951	no genre	Female
87	['Frances Parkinson Keyes']	1959-02-22	set(['Louisiana'])	[{'gender': 'Female', 'viaf': '44300783', 'name': 'Frances Parkinson Keyes'}]	3372108007	14	15	VICTORINE	1959	1952	no genre	Female
88	['Robin White']	1959-02-22	set(['Culture conflict', 'India'])	[{'gender': '', 'viaf': '91489749', 'name': 'Robin White'}]	32455256	15	5	ELEPHANT HILL	1959	1959	no genre	
89	['Rona Jaffe']	1959-02-22	set(['Publishers and publishing--Employees', 'New York (State)--New York', 'Women editors', 'Publishers and publishing', 'Stenographers', 'Roommates', 'Female friendship', 'Young women'])	[{'gender': 'Female', 'viaf': '97929299', 'name': 'Rona Jaffe'}]	278208806	16	22	THE BEST OF EVERYTHING	1959	1958	no genre	Female
90	['Nicholas Monsarrat']	1952-02-03	set(['Atlantic Ocean', 'North Atlantic Ocean', 'Military campaigns', 'World War (1939-1945)', 'Military operations, Naval'])	[{'gender': 'Male', 'viaf': '98064904', 'name': 'Nicholas Monsarrat'}]	17621059	2	25	THE CRUEL SEA	1952	1900	no genre	Male
91	['John Marquand']	1952-02-03	set(['United States', 'Soldiers'])	[{'gender': 'Male', 'viaf': '7473159', 'name': 'John Marquand'}]	1464655	3	16	MELVILLE GOODWIN,  USA	1952	1900	no genre	Male
92	['Graham Greene']	1952-02-03	set(['Man-woman relationships', 'Male friendship', 'Adultery', 'Loss (Psychology)', 'England--London', 'Terminally ill', 'Great Britain', 'Triangles (Interpersonal relations)', 'World War (1939-1945)'])	[{'gender': 'Male', 'viaf': '59083415', 'name': 'Graham Greene'}]	20054212	4	13	THE END OF THE AFFAIR	1952	1951	no genre	Male
93	['Irving Stone']	1952-02-03	"set(['Married women', 'Presidents', 'United States', ""Presidents' spouses"", 'Jackson, Andrew, 1767-1845', 'Jackson, Rachel, 1767-1828'])"	[{'gender': 'Male', 'viaf': '51696231', 'name': 'Irving Stone'}]	196067788	5	17	THE PRESIDENT'S LADY	1952	1951	no genre	Male
94	['Sholem Asch']	1952-02-03	set(['Simons, Leonard N., 1904-', 'Moses (Biblical leader)'])	[{'gender': 'Male', 'viaf': '56628030', 'name': 'Sholem Asch'}]	1413601	6	17	MOSES	1952	1951	no genre	Male
95	['Mika Waltari']	1952-02-03	set(['Turkey', u'S\xfcleyman I, Sultan of the Turks, 1494 or 1495-1566'])	[{'gender': '', 'viaf': '111008219', 'name': 'Mika Waltari'}]	2790469172	7	13	THE WANDERER	1952		no genre	
96	['James Jones']	1952-02-03	set(['Historical fiction', 'Armed Forces--Military life', 'Hawaii', 'Boxers (Sports)', 'United States', 'World War (1939-1945)', 'Soldiers', 'United States. Army'])	[{'gender': 'Male', 'viaf': '14771646', 'name': 'James Jones'}]	432980	8	48	FROM HERE TO ETERNITY	1952	1900	no genre	Male
97	['Willard Motley']	1952-02-03	set(['Radicalism in literature', 'Illinois--Chicago'])	[{'gender': 'Male', 'viaf': '54167278', 'name': 'Willard Motley'}]	475072	9	9	WE FISHED ALL NIGHT	1952		no genre	Male
98	['Mary Lasswell']	1952-02-03	set(['Beer', 'Adventure stories', 'Older people'])	[{'gender': 'Female', 'viaf': '84027738', 'name': 'Mary Lasswell'}]	1150909112	10	9	WAIT FOR THE WAGON	1952		no genre	Female
99	['Harold Lenoir Davis']	1952-02-03	set(['United States--Columbia River Valley', 'Frontier and pioneer life', 'Ranch life'])	[{'gender': 'Male', 'viaf': '57141230', 'name': 'Harold Lenoir Davis'}]	500333	11	2	WINDS OF MORNING	1952		no genre	Male
100	['Paul I. Wellman']	1952-02-03	set(['Sieges', 'Siege of The Alamo (San Antonio, Texas : 1836)', 'Bowie, Jim, 1796?-1836', 'Texas', 'Texas--San Antonio'])	[{'gender': 'Male', 'viaf': '32206273', 'name': 'Paul I. Wellman'}]	1477657	12	26	THE IRON MISTRESS	1952	1900	no genre	Male
101	['Jean Stafford']	1952-02-03	set(['Romance fiction'])	[{'gender': 'Female', 'viaf': '109645819', 'name': 'Jean Stafford'}]	314818705	13	1	THE CATHERINE WHEEL	1952		no genre	Female
102	['Ann Bridge']	1952-02-03	set(['Turkey', 'Women', 'English fiction'])	[{'gender': 'Female', 'viaf': '40443276', 'name': 'Ann Bridge'}]	1428040	14	2	THE DARK MOMENT	1952		no genre	Female
103	['Louis Auchincloss']	1952-02-03	set([])	[{'gender': 'Male', 'viaf': '87919936', 'name': 'Louis Auchincloss'}]	499920	15	1	SYBIL	1952		needs label	Male
104	['Par Lagerkvist']	1952-02-03	set(['Barabbas'])	[{'gender': 'Male', 'viaf': '64007846', 'name': 'Par Lagerkvist'}]	2865634083	16	5	BARABBAS	1952	1952	no genre	Male
105	['Herman Wouk']	1951-06-03	set(['Ship captains', 'Radio adaptations', 'World War (1939-1945)', 'Radio plays', 'Courts-martial and courts of inquiry', 'American drama', 'United States', 'Military operations, Naval--American', 'Mutiny', 'Trials (Naval offenses)'])	[{'gender': 'Male', 'viaf': '17231124', 'name': 'Herman Wouk'}]	147472	2	7	THE CAINE MUTINY	1951	1951	no genre	Male
106	['F. Van Wyck Mason']	1951-06-03	set(['United States', 'American Civil War (1861-1865)'])	[{'gender': 'Male', 'viaf': '57912804', 'name': 'F. Van Wyck Mason'}]	365556603	3	5	PROUD NEW FLAGS	1951		no genre	Male
107	['James A. Michener']	1951-06-03	set(['Caribbean Area', 'Oceania', 'Short stories', 'Adventure stories'])	[{'gender': 'Male', 'viaf': '34460537', 'name': 'James A. Michener'}]	51745923	4	5	RETURN TO PARADISE	1951	1947	no genre	Male
108	['Frances Parkinson Keyes']	1951-06-03	set(['Massachusetts--Boston', 'Legal stories'])	[{'gender': 'Female', 'viaf': '44300783', 'name': 'Frances Parkinson Keyes'}]	1448403	5	26	JOY STREET	1951	1950	no genre	Female
109	['Frank Yerby']	1951-06-03	set(['Georgia--Augusta'])	[{'gender': 'Male', 'viaf': '111981061', 'name': 'Frank Yerby'}]	102192937	6	2	A WOMAN CALLED FANCY	1951	1951	no genre	Male
110	['J.B. Priestley']	1951-06-03	set(['England', 'Music festivals', 'English fiction'])	[{'gender': 'Male', 'viaf': '71396497', 'name': 'J.B. Priestley'}]	2908824566	7	7	FESTIVAL	1951	1951	no genre	Male
111	['Pearl S. Buck']	1951-06-03	set(['Rich people', 'Philanthropists', 'Missionaries', 'Brothers and sisters', 'China', 'English fiction', 'Boxer Rebellion (China : 1899-1901)'])	[{'gender': '', 'viaf': '91868694', 'name': 'Pearl S. Buck'}]	2829769545	8	6	GOD'S MEN	1951		no genre	
112	['Budd Schulberg']	1951-06-03	set(['California--Los Angeles--Hollywood', 'Motion picture industry', 'California--Los Angeles', 'Fitzgerald, F. Scott (Francis Scott), 1896-1940'])	[{'gender': 'Male', 'viaf': '2481031', 'name': 'Budd Schulberg'}]	1465602	9	31	THE DISENCHANTED	1951	1928	no genre	Male
113	['Ilka Chase']	1951-06-03	set([])	[{'gender': 'Female', 'viaf': '64460362', 'name': 'Ilka Chase'}]	4350796	10	10	NEW YORK 22	1951	1951	needs label	Female
114	['William E. Barrett']	1951-06-03	set(['Nurses', 'Missionaries, Medical', 'China', 'Impostors and imposture'])	[{'gender': 'Male', 'viaf': '64133300', 'name': 'William E. Barrett'}]	69691959	11	16	THE LEFT HAND OF GOD	1951		no genre	Male
115	['Reginald Arkell']	1951-06-03	set(['Gardeners', 'England', 'Manors', 'Gardening', 'Older men'])	[{'gender': 'Male', 'viaf': '7754713', 'name': 'Reginald Arkell'}]	712213	12	13	OLD HERBACEOUS	1951	1950	no genre	Male
116	['James Hilton']	1951-06-03	set(['Theater'])	[{'gender': 'Male', 'viaf': '36944583', 'name': 'James Hilton'}]	1423704	13	13	MORNING JOURNEY	1951	1951	no genre	Male
117	['Arthur Koestler']	1951-06-03	set(['Utopias', 'France--Paris'])	[{'gender': 'Male', 'viaf': '59084510', 'name': 'Arthur Koestler'}]	20001946	14	11	THE AGE OF LONGING	1951		no genre	Male
118	['Taylor Caldwell']	1951-06-03	set(['United States', 'German Americans', 'Families', 'Liberty'])	[{'gender': 'Female', 'viaf': '17220157', 'name': 'Taylor Caldwell'}]	2288555905	15	18	THE BALANCE WHEEL	1951		no genre	Female
119	['Pierre La Mure']	1951-06-03	set([])	[{'gender': 'Male', 'viaf': '25085557', 'name': 'Pierre La Mure'}]	2998809022	16	11	MOULIN ROUGE	1951	1950	needs label	Male
